# Species	Genes	Alg.-Conn.	Streptococcus_australis_protein.faa	Streptococcus_cristatus_protein.faa	Streptococcus_ferus_protein.faa	Streptococcus_koreensis_protein.faa	Streptococcus_sobrinus_protein.faa	aerococcus_1.faa	aerococcus_2.faa	aerococcus_3.faa	aerococcus_4.faa	aerococcus_5.faa	anoxybacillus_1.faa	anoxybacillus_2.faa	anoxybacillus_3.faa	anoxybacillus_4.faa	anoxybacillus_5.faa	enterococcus_durans_protein.faa	enterococcus_faecium_protein.faa	enterococcus_gilvus_protein.faa	enterococcus_lactis_protein.faa	enterococcus_raffinosus_protein.faa	paenibacillus_1.faa	paenibacillus_2.faa	paenibacillus_3.faa	paenibacillus_4.faa	paenibacillus_5.faa
24	24	0.00184	WP_006595320.1	WP_005591370.1	WP_018030401.1	WP_023024832.1	WP_002959952.1	WP_034258092.1	WP_060776828.1	WP_060778689.1	WP_067978375.1	WP_050774109.1	WP_009360762.1	WP_066322169.1	*	WP_181557389.1	WP_171567214.1	WP_016177743.1	WP_002287409.1	WP_010779620.1	WP_002290936.1	WP_010745331.1	WP_014372583.1	WP_038692851.1	WP_116234463.1	WP_162354776.1	WP_162640941.1
25	25	0.694	WP_006596830.1	WP_005591895.1	WP_018030895.1	WP_023022375.1	WP_002960280.1	WP_016897971.1	WP_060776493.1	WP_013668810.1	WP_067979115.1	WP_004262806.1	WP_009362402.1	WP_066322778.1	WP_127017183.1	WP_181555523.1	WP_230077463.1	WP_005880431.1	WP_002294985.1	WP_010781567.1	WP_002292771.1	WP_218256767.1	WP_013913933.1	WP_038699256.1	WP_076174563.1	WP_162359939.1	WP_162642469.1
25	25	0.835	WP_006595697.1	WP_005591073.1	WP_018030703.1	WP_120701665.1	WP_019777571.1	WP_026465240.1	WP_060776492.1	WP_060777679.1	WP_067979117.1	WP_004262805.1	WP_009362400.1	WP_066322780.1	WP_127015518.1	WP_194519240.1	WP_230077462.1	WP_095443560.1	WP_002294984.1	WP_086305511.1	WP_002292770.1	WP_218256768.1	WP_013913934.1	WP_038699252.1	WP_152399994.1	WP_162359937.1	WP_162642470.1
15	15	0.677	*	*	WP_018030149.1	*	WP_019777674.1	WP_059348964.1	*	*	*	WP_003141101.1	WP_035064929.1	WP_066323262.1	*	WP_194519822.1	WP_230077461.1	*	*	WP_114524410.1	*	WP_010744817.1	WP_014649018.1	WP_038699248.1	WP_152399997.1	WP_162359931.1	WP_162642472.1
14	14	0.559	*	*	WP_018030148.1	*	WP_019777675.1	WP_059348963.1	*	*	*	WP_003141099.1	WP_035064931.1	WP_066323263.1	*	WP_181555763.1	*	*	*	WP_114524411.1	*	WP_218255473.1	WP_014649019.1	WP_038699246.1	WP_152399998.1	WP_162359930.1	WP_162642473.1
19	19	0.606	*	*	WP_018030618.1	*	WP_109833424.1	WP_026465227.1	WP_201783961.1	WP_060779029.1	WP_067979085.1	WP_003143281.1	WP_035065335.1	WP_066327657.1	*	WP_181554714.1	WP_171567281.1	WP_081135155.1	*	WP_086306254.1	*	WP_010744353.1	WP_014649023.1	WP_038699238.1	WP_076174549.1	WP_162359923.1	WP_162642476.1
19	19	0.648	*	*	WP_018030619.1	*	WP_032673370.1	WP_059348383.1	WP_060776756.1	WP_060777662.1	WP_067979082.1	WP_003143279.1	WP_035065337.1	WP_066327655.1	*	WP_194519075.1	WP_230077458.1	WP_081135152.1	*	WP_114525152.1	*	WP_218256228.1	WP_013913948.1	WP_038699236.1	WP_152400000.1	WP_162359921.1	WP_162642477.1
4	4	0.426	*	*	*	*	*	*	*	*	*	*	WP_035065487.1	WP_066326507.1	*	*	*	*	*	*	*	*	WP_014372414.1	WP_038699228.1	*	*	*
6	6	0.606	*	*	*	*	*	*	*	*	*	*	WP_035065517.1	WP_066326483.1	WP_127017858.1	WP_194519009.1	*	*	*	*	*	*	WP_014372412.1	WP_038699224.1	*	*	*
4	4	0.755	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013917721.1	WP_038699415.1	*	WP_162355626.1	WP_162640066.1
9	9	0.857	*	*	*	*	*	*	*	*	*	*	WP_035067293.1	WP_066323180.1	*	WP_194519717.1	WP_230076927.1	*	*	*	*	*	WP_014368544.1	WP_038699633.1	WP_152399824.1	WP_162356929.1	WP_162638854.1
5	5	0.826	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013916169.1	WP_038699631.1	WP_116232126.1	WP_162358021.1	WP_162644748.1
8	8	0.557	*	*	*	*	*	*	*	*	*	*	*	WP_066324751.1	*	WP_181556327.1	WP_212132308.1	*	*	*	*	*	WP_013921505.1	WP_038699629.1	WP_152398456.1	WP_162358010.1	WP_162644763.1
4	4	0.26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652186.1	WP_038699611.1	WP_152399431.1	*	WP_162639870.1
3	3	0.446	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016565.1	*	*	*	*	*	*	*	WP_014369184.1	WP_038699577.1	*	*	*
21	21	0.308	WP_126404449.1	WP_005590161.1	WP_018029852.1	WP_117744407.1	WP_109833564.1	*	WP_060777196.1	*	*	*	WP_019416482.1	WP_066322954.1	WP_127016954.1	WP_194519531.1	WP_230077322.1	WP_016177047.1	WP_002287033.1	WP_114524143.1	WP_002293464.1	WP_218257031.1	WP_014652853.1	WP_038699557.1	WP_152399644.1	WP_162359479.1	WP_162642836.1
10	10	0.813	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095443826.1	WP_002289116.1	WP_114524455.1	WP_016628734.1	WP_218255574.1	WP_063634318.1	WP_038699470.1	WP_152399909.1	WP_225442601.1	WP_162642086.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014372694.1	WP_038699448.1	*	*	*
8	8	0.811	*	*	*	*	*	*	*	*	*	*	WP_081957742.1	WP_066325185.1	*	WP_181556696.1	*	*	*	*	*	*	WP_014372214.1	WP_038699446.1	WP_152399928.1	WP_162357979.1	WP_162642242.1
8	8	0.3	*	*	*	*	*	*	*	*	*	*	*	WP_066322326.1	*	WP_181555272.1	WP_230077035.1	*	*	*	*	*	WP_014649395.1	WP_038699427.1	WP_152399936.1	WP_162356287.1	WP_162639245.1
6	6	0.744	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171564197.1	*	*	*	*	*	WP_013921397.1	WP_038699417.1	WP_181909198.1	WP_162360117.1	WP_162642220.1
3	3	0.97	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_041618730.1	WP_038701426.1	WP_152400638.1	*	*
4	4	0.382	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652269.1	WP_038699413.1	*	WP_162355627.1	WP_162640065.1
4	4	0.468	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014371542.1	WP_038699409.1	*	WP_162355629.1	WP_162640063.1
6	6	0.659	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_194518969.1	WP_212132878.1	*	*	*	*	*	WP_014649394.1	WP_038699389.1	WP_152401013.1	*	WP_162643985.1
25	25	0.763	WP_006595324.1	WP_005592133.1	WP_018030405.1	WP_120701434.1	WP_019776480.1	WP_026465519.1	WP_060776611.1	WP_060778954.1	WP_067978895.1	WP_003142957.1	WP_009361078.1	WP_066322331.1	WP_127017633.1	WP_181555273.1	WP_171563917.1	WP_081133659.1	WP_002293105.1	WP_086306009.1	WP_002293105.1	WP_010747433.1	WP_013913851.1	WP_038699375.1	WP_152399951.1	WP_162360079.1	WP_162642348.1
25	25	0.801	WP_126404258.1	WP_005589827.1	WP_018029816.1	WP_120701932.1	WP_002959177.1	WP_026466104.1	WP_060777012.1	WP_060778119.1	WP_067977448.1	WP_003141300.1	WP_006320978.1	WP_066322598.1	WP_127017362.1	WP_181555377.1	WP_171564066.1	WP_005879255.1	WP_002289676.1	WP_010780154.1	WP_002291519.1	WP_010745791.1	WP_013913852.1	WP_038699374.1	WP_152399957.1	WP_162360078.1	WP_162642351.1
10	10	0.705	*	*	*	*	*	*	*	*	*	*	WP_009360972.1	WP_066322608.1	WP_127017359.1	WP_181555380.1	WP_171564073.1	*	*	*	*	*	WP_014368079.1	WP_038699370.1	WP_105444866.1	WP_162360073.1	WP_162642362.1
22	22	0.7	WP_126403765.1	WP_005591724.1	WP_018030794.1	WP_023022168.1	WP_109833412.1	*	WP_236701111.1	WP_060778554.1	WP_067979242.1	*	WP_240483373.1	WP_066322618.1	*	WP_194520726.1	WP_171564079.1	WP_081133586.1	WP_002286070.1	WP_114524436.1	WP_002290783.1	WP_218257346.1	WP_014648973.1	WP_038699367.1	WP_116233566.1	WP_192043402.1	WP_162642369.1
25	25	0.684	WP_126404254.1	WP_005589833.1	WP_018029813.1	WP_120701936.1	WP_019770225.1	WP_059348855.1	WP_060777370.1	WP_060778122.1	WP_067977445.1	WP_003141303.1	WP_009360967.1	WP_066322619.1	WP_127018238.1	WP_181555384.1	WP_171564080.1	WP_081134555.1	WP_002294099.1	WP_114524742.1	WP_002291533.1	WP_218256171.1	WP_014368080.1	WP_038699365.1	WP_152399962.1	WP_162360069.1	WP_162642371.1
25	25	0.782	WP_126404668.1	WP_015605186.1	WP_018030322.1	WP_023024048.1	WP_002963394.1	WP_026466100.1	WP_060777015.1	WP_060778123.1	WP_067977444.1	WP_003141304.1	WP_035064463.1	WP_066322620.1	WP_127017356.1	WP_181555385.1	WP_171564081.1	WP_005879244.1	WP_002294095.1	WP_010780158.1	WP_002291540.1	WP_010745795.1	WP_014648974.1	WP_038699363.1	WP_076174689.1	WP_162360066.1	WP_162642378.1
20	20	0.339	WP_126404016.1	WP_005589734.1	WP_018029513.1	WP_023026623.1	WP_002961724.1	*	*	*	*	*	WP_006319877.1	WP_066322628.1	WP_236777815.1	WP_181555388.1	WP_230077505.1	WP_005878457.1	WP_002300474.1	WP_010781593.1	WP_002292798.1	WP_218256750.1	WP_013913865.1	WP_038699355.1	WP_152399963.1	WP_192043400.1	WP_162642387.1
10	10	0.848	*	*	*	*	*	*	*	*	*	*	WP_009361768.1	WP_066326534.1	WP_127016713.1	WP_194519023.1	WP_230076695.1	*	*	*	*	*	WP_013920142.1	WP_052098708.1	WP_152398609.1	WP_162358527.1	WP_162644136.1
3	3	0.83	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484434.1	WP_052098844.1	WP_152400115.1	*	*
8	8	0.419	WP_126403614.1	*	*	*	WP_109833637.1	*	*	*	*	*	WP_035065647.1	WP_066325465.1	*	*	*	*	*	*	*	*	WP_014649117.1	WP_052098838.1	*	WP_162359387.1	WP_162643013.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651038.1	WP_052098780.1	*	*	*
3	3	0.599	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362636.1	WP_052098764.1	WP_244364539.1	*	*
5	5	0.478	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649597.1	WP_052098760.1	WP_152398696.1	WP_162356112.1	WP_162639530.1
5	5	0.652	*	*	*	*	*	WP_059349166.1	*	*	WP_067978198.1	WP_003140809.1	*	*	*	*	*	*	*	*	*	*	WP_013919822.1	WP_052098759.1	*	*	*
3	3	0.607	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652319.1	WP_052098757.1	WP_152402425.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014372424.1	WP_052098738.1	*	*	*
6	6	0.878	WP_048691247.1	WP_005592139.1	*	WP_120701922.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649078.1	WP_052098723.1	WP_152398652.1	*	*
9	9	0.342	*	*	*	*	*	*	*	*	*	*	WP_009373839.1	WP_066326026.1	*	WP_181554297.1	WP_212133092.1	*	*	*	*	*	WP_016362952.1	WP_052098716.1	WP_152398642.1	WP_162356208.1	WP_225446388.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_041618512.1	WP_052098710.1	*	*	*
4	4	0.705	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651024.1	WP_052098864.1	*	WP_162358593.1	WP_162644068.1
5	5	0.314	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652531.1	WP_052098707.1	WP_152398601.1	WP_162358504.1	WP_162644160.1
25	25	0.687	WP_126404127.1	WP_005590412.1	WP_018029997.1	WP_120702009.1	WP_109833546.1	WP_026465378.1	WP_060776217.1	WP_060778012.1	WP_067979912.1	WP_039935971.1	WP_035065318.1	WP_066327689.1	WP_127018295.1	WP_181554726.1	WP_171567541.1	WP_081135326.1	WP_002287955.1	WP_010781613.1	WP_002310213.1	WP_218256737.1	WP_014371654.1	WP_052098683.1	WP_152398433.1	WP_162356441.1	WP_162639136.1
22	22	0.646	WP_126404309.1	*	WP_018029957.1	WP_120701888.1	WP_002963342.1	*	WP_060776666.1	WP_060778161.1	*	WP_004262520.1	WP_035065938.1	WP_066323634.1	WP_127016339.1	WP_181554993.1	WP_230077152.1	WP_016176695.1	WP_002288877.1	WP_010780776.1	WP_002329184.1	WP_010744830.1	WP_014371545.1	WP_052098678.1	WP_152398407.1	WP_162356548.1	WP_162639076.1
4	4	0.411	*	*	*	*	*	*	*	*	*	*	WP_035066096.1	WP_084256159.1	*	*	*	*	*	*	*	*	WP_014652040.1	WP_052098610.1	*	*	*
5	5	0.763	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013916494.1	WP_052098590.1	WP_208837101.1	WP_162356820.1	WP_162638926.1
5	5	0.43	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370067.1	WP_052098582.1	WP_152398252.1	WP_162358235.1	WP_162644472.1
3	3	0.593	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650494.1	WP_052098572.1	WP_244364388.1	*	*
5	5	0.321	*	*	*	*	*	WP_059349093.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652555.1	WP_052098540.1	*	WP_162356120.1	WP_162639521.1
6	6	0.639	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076997.1	*	*	*	*	*	WP_014370091.1	WP_052098529.1	WP_167527081.1	WP_162358189.1	WP_162644565.1
6	6	0.807	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076800.1	*	*	*	*	*	WP_014370115.1	WP_052098519.1	WP_152398145.1	WP_162358107.1	WP_162644646.1
25	25	0.576	WP_126404133.1	WP_005590459.1	WP_018029989.1	WP_120702006.1	WP_109833548.1	WP_026465939.1	WP_060776193.1	WP_060778187.1	WP_067977611.1	WP_039934639.1	WP_019418359.1	WP_066323627.1	WP_127016343.1	WP_194519936.1	WP_171564329.1	WP_081133528.1	WP_002295861.1	WP_114524414.1	WP_002309325.1	WP_218255484.1	WP_014371621.1	WP_052099281.1	WP_244364592.1	WP_225442755.1	WP_225446514.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652183.1	WP_084065163.1	*	*	*
25	25	0.682	WP_126404219.1	WP_005590343.1	WP_018029796.1	WP_120701959.1	WP_019769339.1	WP_082685353.1	WP_082632766.1	WP_060778236.1	WP_074572497.1	WP_003140860.1	WP_035066043.1	WP_084256230.1	WP_127015687.1	WP_194519962.1	WP_171566966.1	WP_095443807.1	WP_002296990.1	WP_114524260.1	WP_002290214.1	WP_218257187.1	WP_014371430.1	WP_084065122.1	WP_145948932.1	WP_162357004.1	WP_162638758.1
15	15	0.75	*	*	*	*	*	*	*	*	WP_067979936.1	*	*	WP_066324015.1	WP_127015908.1	WP_181557258.1	WP_171564715.1	WP_005875264.1	WP_002297139.1	WP_010779568.1	WP_002290518.1	WP_010745288.1	WP_013919410.1	WP_084065120.1	WP_145023162.1	WP_162357208.1	WP_162638590.1
6	6	0.753	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077243.1	*	*	*	*	*	WP_014652210.1	WP_084064988.1	WP_152398382.1	WP_225442880.1	WP_162644388.1
6	6	0.83	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171564595.1	*	*	*	*	*	WP_014371973.1	WP_084064948.1	WP_152401395.1	WP_162358386.1	WP_225446250.1
5	5	0.752	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650097.1	WP_084064859.1	WP_076169654.1	WP_162356235.1	WP_162639383.1
10	10	0.694	*	*	*	*	*	*	*	*	*	*	WP_035064213.1	WP_066323368.1	WP_164730834.1	WP_194519858.1	WP_212132701.1	*	*	*	*	*	WP_014649334.1	WP_084064802.1	WP_152400749.1	WP_162359184.1	WP_192043533.1
5	5	0.252	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484568.1	WP_084064787.1	WP_152400389.1	WP_162359217.1	WP_162643197.1
4	4	0.912	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362239.1	WP_084064736.1	WP_152400231.1	*	WP_225446465.1
3	3	0.9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014368526.1	WP_084064723.1	WP_152399528.1	*	*
6	6	0.534	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017556.1	*	*	*	*	*	*	*	WP_014372649.1	WP_052099334.1	WP_152400146.1	WP_162356022.1	WP_162645129.1
9	9	0.444	*	*	*	*	*	*	*	*	*	*	WP_049720894.1	WP_066323257.1	*	WP_194519819.1	WP_230076580.1	*	*	*	*	*	WP_014650121.1	WP_052098508.1	WP_152398106.1	WP_162359308.1	WP_162643119.1
10	10	0.722	*	*	*	*	*	*	*	*	*	*	WP_019418411.1	WP_066323789.1	WP_127017233.1	WP_228485689.1	WP_171564635.1	*	*	*	*	*	WP_013919497.1	WP_052099258.1	WP_076168164.1	WP_162360451.1	WP_162645063.1
4	4	0.518	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013921011.1	WP_052099206.1	*	WP_162357953.1	WP_162644827.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649779.1	WP_052099197.1	*	*	*
5	5	0.618	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484565.1	WP_052099170.1	WP_152400385.1	WP_162359221.1	WP_162643193.1
22	22	0.676	WP_126404579.1	WP_005589455.1	WP_018030209.1	WP_120701755.1	WP_019775642.1	*	WP_060777164.1	WP_060778352.1	WP_067977432.1	*	WP_035067685.1	WP_066328124.1	*	WP_181557070.1	WP_171566190.1	WP_081134499.1	WP_002296402.1	WP_114524496.1	WP_002329265.1	WP_218255660.1	WP_014649301.1	WP_052099165.1	WP_084204161.1	WP_162356034.1	WP_162639618.1
25	25	0.666	WP_049474207.1	WP_005592127.1	WP_018030562.1	WP_120701509.1	WP_002963331.1	WP_059348369.1	WP_060777457.1	WP_060778738.1	WP_067980867.1	WP_003143163.1	WP_009360705.1	WP_066322260.1	WP_164731083.1	WP_228485566.1	WP_212132637.1	WP_232509805.1	WP_002287154.1	WP_086305465.1	WP_002291003.1	WP_218256702.1	WP_014648967.1	WP_052099076.1	WP_105444932.1	WP_162360246.1	WP_162645275.1
3	3	0.83	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362912.1	WP_052098982.1	*	*	WP_162644759.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650632.1	WP_052098972.1	*	*	*
24	24	0.441	WP_126404860.1	WP_005591683.1	WP_018029894.1	WP_120701589.1	WP_019786277.1	WP_059348774.1	WP_082632719.1	WP_060778483.1	WP_067980336.1	WP_039934716.1	WP_026011662.1	WP_066325863.1	*	WP_194520563.1	WP_212132022.1	WP_095443689.1	WP_002300048.1	WP_114525316.1	WP_002329706.1	WP_218256505.1	WP_014650788.1	WP_052098938.1	WP_244364153.1	WP_225442738.1	WP_162639424.1
10	10	0.575	*	*	*	*	*	*	*	*	*	*	WP_019417494.1	WP_066322772.1	WP_127017242.1	WP_181555521.1	WP_230077467.1	*	*	*	*	*	WP_013913930.1	WP_052098926.1	WP_152399990.1	WP_162360723.1	WP_162642455.1
25	25	0.623	WP_126404036.1	WP_005590209.1	WP_018030121.1	WP_023022779.1	WP_019769619.1	WP_059348412.1	WP_060776526.1	WP_060778797.1	WP_067979169.1	WP_003143356.1	WP_019417457.1	WP_066322811.1	WP_127015605.1	WP_181556513.1	WP_230077447.1	WP_081135531.1	WP_002306471.1	WP_010780605.1	WP_002329315.1	WP_010745013.1	WP_013914018.1	WP_052098102.1	WP_076173173.1	WP_162354973.1	WP_162640757.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370662.1	WP_052098220.1	*	*	*
25	25	0.846	WP_126404875.1	WP_005591173.1	WP_018030656.1	WP_120701552.1	WP_019786757.1	WP_026465150.1	WP_236701103.1	WP_230080694.1	WP_143236687.1	WP_003143229.1	WP_033383542.1	WP_066322002.1	WP_127015322.1	WP_194519488.1	WP_230077685.1	WP_081134981.1	WP_002293887.1	WP_010780355.1	WP_002308884.1	WP_218255957.1	WP_013920988.1	WP_052098217.1	WP_152400296.1	WP_162359450.1	WP_162642907.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650659.1	WP_052098209.1	*	*	*
3	3	0.629	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362300.1	WP_052098204.1	WP_152399524.1	*	*
3	3	0.7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484464.1	WP_052098167.1	WP_244364546.1	*	*
24	24	0.759	WP_126404205.1	WP_005591941.1	WP_026161971.1	WP_042507452.1	WP_002963027.1	WP_059349146.1	WP_060776890.1	WP_082702879.1	WP_067979602.1	WP_003141243.1	WP_035063992.1	WP_238583543.1	*	WP_181557208.1	WP_230077798.1	WP_095443788.1	WP_002296955.1	WP_205242095.1	WP_002329053.1	WP_218256045.1	WP_014368322.1	WP_052098163.1	WP_208837123.1	WP_162355839.1	WP_162639784.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014653046.1	WP_052098154.1	*	*	*
3	3	0.71	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649381.1	WP_052098139.1	WP_105443329.1	*	*
18	18	0.763	WP_006595350.1	WP_005592070.1	*	WP_120701451.1	*	*	*	*	*	*	WP_035065906.1	WP_066323697.1	WP_127016046.1	WP_194519953.1	WP_171564274.1	WP_005878986.1	WP_002294585.1	WP_010781348.1	WP_002315670.1	WP_010746470.1	WP_013918727.1	WP_052098138.1	WP_152398525.1	WP_162358652.1	WP_162642642.1
3	3	0.975	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525735.1	*	*	WP_014651589.1	WP_052098124.1	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014653098.1	WP_052098109.1	*	*	*
24	24	0.713	WP_126404741.1	WP_005590998.1	WP_018030734.1	WP_023027189.1	WP_019791696.1	WP_016897678.1	WP_060777081.1	WP_082702840.1	WP_067979804.1	WP_003143601.1	WP_026011532.1	WP_066326295.1	*	WP_181554481.1	WP_171565365.1	WP_081134731.1	WP_002287628.1	WP_086303551.1	WP_002290850.1	WP_218256003.1	WP_014652306.1	WP_052098270.1	WP_152398489.1	WP_162356304.1	WP_162639222.1
25	25	0.598	WP_006595513.1	WP_005591639.1	WP_018030620.1	WP_023024530.1	WP_019770847.1	WP_026465535.1	WP_060776632.1	WP_060778998.1	WP_067980880.1	WP_003142923.1	WP_019416584.1	WP_066322298.1	WP_236777827.1	WP_181555259.1	WP_171563892.1	WP_005875793.1	WP_002295255.1	WP_086306000.1	WP_002293120.1	WP_218256257.1	WP_014653182.1	WP_038701732.1	WP_076172607.1	WP_162354733.1	WP_162641181.1
5	5	0.755	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649095.1	WP_038701701.1	WP_152398355.1	WP_162360279.1	WP_162645222.1
6	6	0.754	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171565087.1	*	*	*	*	*	WP_014653145.1	WP_038701659.1	WP_089546679.1	WP_162360174.1	WP_162642031.1
14	14	0.649	WP_126404468.1	WP_005590125.1	WP_018030226.1	WP_120701804.1	WP_109833657.1	WP_236748003.1	*	WP_060778317.1	WP_067978741.1	WP_003140794.1	*	WP_066322719.1	*	*	*	*	*	WP_114524507.1	*	WP_218255685.1	WP_014652230.1	WP_038701650.1	*	*	*
10	10	0.582	*	*	*	*	*	*	*	*	*	*	WP_019418637.1	WP_066322604.1	WP_127016358.1	WP_194519338.1	WP_171564070.1	*	*	*	*	*	WP_014648970.1	WP_038701610.1	WP_152403197.1	WP_162360076.1	WP_162642353.1
5	5	0.783	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649489.1	WP_038701555.1	WP_152400019.1	WP_162360081.1	WP_192043524.1
25	25	0.726	WP_126404461.1	WP_005590139.1	WP_018029747.1	WP_120701810.1	WP_019777495.1	WP_059349285.1	WP_060776775.1	WP_060778757.1	WP_067978651.1	WP_106427306.1	WP_009361484.1	WP_066326980.1	WP_127018071.1	WP_181557442.1	WP_171567153.1	WP_081133704.1	WP_002304012.1	WP_114525077.1	WP_002309852.1	WP_010745219.1	WP_014653008.1	WP_038701553.1	WP_152403213.1	WP_162359857.1	WP_162642513.1
6	6	0.545	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171567192.1	*	*	*	*	*	WP_014652997.1	WP_038701547.1	WP_152400035.1	WP_162359781.1	WP_162642546.1
12	12	0.429	WP_126404551.1	WP_005590687.1	WP_018030180.1	WP_120701759.1	WP_019777272.1	*	WP_060776576.1	WP_060778952.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_013921116.1	WP_038701545.1	WP_152400036.1	WP_162359777.1	WP_162642548.1
9	9	0.552	*	*	*	*	*	*	*	*	*	*	WP_009362232.1	WP_066322877.1	WP_127016918.1	WP_194519162.1	*	*	*	*	*	*	WP_013917332.1	WP_038701454.1	WP_208837059.1	WP_162360658.1	WP_162643184.1
7	7	0.855	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015948.1	*	WP_230077223.1	*	*	*	*	*	WP_014652205.1	WP_052098391.1	WP_152398379.1	WP_162358280.1	WP_162645495.1
7	7	0.379	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_194520034.1	WP_212132705.1	*	*	*	*	*	WP_051220071.1	WP_052098506.1	WP_152403601.1	WP_162358597.1	WP_162644061.1
3	3	0.871	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014369122.1	WP_052098478.1	WP_152403484.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652837.1	WP_052098465.1	*	*	*
3	3	0.842	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652332.1	WP_052098454.1	*	*	WP_162639198.1
3	3	0.9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651415.1	WP_052098452.1	WP_152404096.1	*	*
